TargetGene	Cell	log2FC.D14	RRA.padj.
FBLL1	HAP1	-0.114032533796801	1
FBN1	HAP1	0.0238196797064211	1
FBXL15	HAP1	-0.0117969912776791	1
FBXL20	HAP1	-0.113929637638756	1
FBXO17	HAP1	0.0409585892216062	1
FBXO4	HAP1	0.0262021219856453	1
FBXO41	HAP1	-0.011110955881626	1
FDX1L	HAP1	-0.0116562787352877	1
FDXACB1	HAP1	0.0101369945192824	1
FECH	HAP1	-0.284640487352292	1
FEN1	HAP1	-0.342579106582533	1
FERD3L	HAP1	0.0272824690849573	1
FEV	HAP1	-0.0106926650861686	1
FEZF1	HAP1	0.0259693318057666	1
FEZF2	HAP1	0.0263082850047189	1
FGD1	HAP1	0.0438977328737202	1
FGFRL1	HAP1	-0.0289723543517394	1
FIGLA	HAP1	0.0139840644045515	1
FKBP15	HAP1	-0.112693224289957	1
FKBPL	HAP1	0.0348317051232464	1
FLI1	HAP1	0.109243101733722	1
FMNL2	HAP1	-0.0914791633045916	1
FMR1	HAP1	-0.0539043554268118	1
FNDC3A	HAP1	-0.120945097674634	1
FNTA	HAP1	-0.480353552452104	1
FOS	HAP1	-0.082082111308976	1
FOSB	HAP1	-0.0773161391319363	1
FOSL2	HAP1	-0.0577841738553794	1
FOXA1	HAP1	-0.14299928142889	1
FOXA2	HAP1	-0.0312557282173805	1
FOXA3	HAP1	-0.0401921931876173	1
FOXB1	HAP1	-0.0189804372400675	1
FOXB2	HAP1	0.0320855800059532	1
FOXC1	HAP1	0.0273066433181984	1
FOXC2	HAP1	-0.062381355274705	1
FOXD2	HAP1	0.0210422678114451	1
FOXD3	HAP1	0.0407331701233396	1
FOXE1	HAP1	-0.00864338719910004	1
FOXE3	HAP1	0.0133734557563596	1
FOXF1	HAP1	0.0136575746853531	1
FOXF2	HAP1	-0.0894892715361958	1
FOXG1	HAP1	0.0225504945747056	1
FOXH1	HAP1	0.0426440705018564	1
FOXI1	HAP1	0.00785912039638376	1
FOXI2	HAP1	0.0444592274469218	1
FOXJ1	HAP1	-0.00377731042724674	1
FOXJ2	HAP1	-0.0910119756657372	1
FOXL1	HAP1	-0.024513538785519	1
FOXL2	HAP1	0.0243127346988884	1
FOXN1	HAP1	0.0474347430391985	1
FOXN4	HAP1	-0.0675005383767993	1
FOXO1	HAP1	-0.0741263987317057	1
FOXO3	HAP1	-0.492410030686121	1
FOXO4	HAP1	0.0683707832867866	1
FOXO6	HAP1	0.0222197604132801	1
FOXP2	HAP1	0.0645450442852211	1
FOXP3	HAP1	-0.01592613927132	1
FOXP4	HAP1	-0.0764673718514118	1
FOXQ1	HAP1	-0.0348048673883689	1
FOXR1	HAP1	0.029998963545986	1
FOXR2	HAP1	0.0371358948729993	1
FOXS1	HAP1	-0.0245858192505933	1
FRG1	HAP1	-0.109537896214163	1
FTO	HAP1	0.100153073572963	1
FUCA2	HAP1	-0.106366470636088	1
FUNDC2	HAP1	-0.131257922391431	1
FURIN	HAP1	-0.0464526206860083	1
FZD1	HAP1	0.0739050065816411	1
G6PC3	HAP1	-0.0427747849588797	1
GABPA	HAP1	-0.65226375400257	1
GADD45GIP1	HAP1	-0.178324795311752	1
GALNT4	HAP1	-0.00169139096766088	1
GALP	HAP1	0.0133392616260255	1
GAS2L1	HAP1	0.0194143024016947	1
GAS6	HAP1	-0.0643488463819153	1
GAS8	HAP1	-0.0130716678526195	1
GATA1	HAP1	-0.0194125126706515	1
GATA3	HAP1	-0.0660682776230915	1
GATA4	HAP1	-0.0693647774865173	1
GATA5	HAP1	0.00232429083115748	1
GATA6	HAP1	0.059749705809373	1
GATAD1	HAP1	0.120971407823894	1
GATC	HAP1	-0.390769451836509	1
GBX1	HAP1	0.139753772434266	1
GBX2	HAP1	0.0217682541488931	1
GCFC2	HAP1	-0.216762199520983	1
GCHFR	HAP1	-0.00356009980307584	1
GCM1	HAP1	0.0205930699136405	1
GCM2	HAP1	-0.0333377115734178	1
GEMIN6	HAP1	-0.163898433459153	1
GET4	HAP1	0.198843815966426	1
GFER	HAP1	-0.329722740682654	1
GFI1	HAP1	-0.0467125947308416	1
GFI1B	HAP1	0.0108139940148964	1
GGA1	HAP1	-0.0639695869590981	1
GJA3	HAP1	0.0426341539373854	1
GLA	HAP1	-0.107574965222852	1
GLI1	HAP1	-0.0221981302224242	1
GLI2	HAP1	-0.059975126738246	1
GLI3	HAP1	-0.0748613610068273	1
GLI4	HAP1	-0.113799792289667	1
GLIS1	HAP1	0.0595060037636047	1
GLIS2	HAP1	-0.0312813897034346	1
GLIS3	HAP1	0.0502288991219456	1
GLRX5	HAP1	-0.242345182808746	1
GLTP	HAP1	-0.0675531808205797	1
GM2A	HAP1	0.0493400939653751	1
GMDS	HAP1	-0.0464627819673261	1
GMEB2	HAP1	-0.198989501127468	1
GPAT2	HAP1	0.0770837864500765	1
GPATCH1	HAP1	-0.400548821090248	1
GPATCH8	HAP1	0.218986652901866	1
GPKOW	HAP1	-0.288538650990748	1
GPN3	HAP1	-0.219428777994644	1
GPR123	HAP1	0.0342321878945254	1
GPR155	HAP1	-0.0209381723026162	1
GPR61	HAP1	0.0530349300930798	1
GRB2	HAP1	-0.193951422695346	1
GRHL1	HAP1	-0.000473778331895856	1
GRHL2	HAP1	0.0529437427371542	1
GRHL3	HAP1	-0.0213567672033242	1
GRM6	HAP1	0.0914759634010262	1
GRWD1	HAP1	-0.306105881206571	1
GSC	HAP1	0.119880659971014	1
GSC2	HAP1	-0.00890691978608452	1
GSDMA	HAP1	-0.00787578525446933	1
GSPT2	HAP1	0.0412688204370425	1
GSR	HAP1	-0.191695187124033	1
GSTK1	HAP1	0.00304974372445084	1
GSX1	HAP1	0.0249908067628999	1
GSX2	HAP1	-0.00823774115704483	1
GTF2IRD2	HAP1	-0.0687025618898385	1
GTPBP2	HAP1	0.0213152022611533	1
GTPBP8	HAP1	-0.35353483921474	1
GZF1	HAP1	-0.0920126047806144	1
H1F0	HAP1	0.139028265897571	1
H1FOO	HAP1	0.0218135920575478	1
H1FX	HAP1	-0.326240340752456	1
H2AFJ	HAP1	-0.0084943307585714	1
HABP4	HAP1	-0.0138367754153141	1
HACE1	HAP1	-0.0142488472889615	1
HAMP	HAP1	0.0355272891857847	1
HAND1	HAP1	-0.0194918765396954	1
HAND2	HAP1	0.0497653982950359	1
HAP1	HAP1	0.0677992214960246	1
HAPLN2	HAP1	0.0147757875619837	1
HBP1	HAP1	-0.0452139296616971	1
HCFC1R1	HAP1	-0.0666168048702986	1
HDGF	HAP1	-0.120480440154609	1
HDX	HAP1	-0.00957356816943968	1
HEBP1	HAP1	-0.00816178276777722	1
HECTD3	HAP1	-0.070648338131366	1
HELT	HAP1	0.0254379997921537	1
HELZ2	HAP1	0.0240329096247313	1
HENMT1	HAP1	0.00402651349623758	1
HES1	HAP1	0.00737591483310863	1
HES2	HAP1	-0.0253698474650783	1
HES3	HAP1	0.00441755097318737	1
HES4	HAP1	-0.00468903408558704	1
HES5	HAP1	0.0586739860019335	1
HES7	HAP1	-0.141603360677538	1
HESX1	HAP1	0.0255176433076377	1
HEXIM2	HAP1	-0.013732861374614	1
HEY1	HAP1	0.0199838084520034	1
HEY2	HAP1	0.0105655829898983	1
HEYL	HAP1	0.0139816472402743	1
HHLA3	HAP1	-0.0161408879909904	1
HIC1	HAP1	0.0515263457774381	1
HIF3A	HAP1	0.0347523716338891	1
HINT3	HAP1	-0.100252435387354	1
HIST1H1A	HAP1	0.0466035267120677	1
HIST1H1B	HAP1	0.0676624744959549	1
HIST1H1T	HAP1	-0.166891689625219	1
HIST1H2AK	HAP1	-0.0338614975199549	1
HIST1H2BM	HAP1	-0.0026891157585066	1
HIST1H3I	HAP1	0.113463661674423	1
HIST3H2A	HAP1	-0.410097096095048	1
HIVEP2	HAP1	0.0713618755751824	1
HIVEP3	HAP1	0.0189903883840489	1
HK1	HAP1	-0.135509208083911	1
HLA-DQB1	HAP1	0.00345889174343747	1
HLA-DQB2	HAP1	0.0818995327088844	1
HLF	HAP1	0.056637509176833	1
HLX	HAP1	0.0977819373099513	1
HMG20B	HAP1	0.0640768475060368	1
HMGB1	HAP1	-0.323033163682362	1
HMGB4	HAP1	-0.030679223260208	1
HMX1	HAP1	0.083326867136562	1
HMX2	HAP1	0.0510572148609268	1
HMX3	HAP1	0.13243077697572	1
HNF1A	HAP1	0.0257687137242099	1
HNF1B	HAP1	-0.0174409842552844	1
HNF4A	HAP1	0.0153214356951385	1
HNF4G	HAP1	-0.0114816948048	1
HNRNPCL1	HAP1	0.0624435719261178	1
HNRNPH2	HAP1	-0.329666189554932	1
HOMEZ	HAP1	-0.0345493180208032	1
HOPX	HAP1	0.100203853428647	1
HOXA1	HAP1	0.0172879087772093	1
HOXA10	HAP1	-0.0462283040771525	1
HOXA13	HAP1	0.101382563632656	1
HOXA2	HAP1	0.0587871069225964	1
HOXA3	HAP1	-0.0291034640401571	1
HOXA4	HAP1	-0.081538780121317	1
HOXA5	HAP1	-0.0453963596395408	1
HOXA7	HAP1	-0.126699430828931	1
HOXA9	HAP1	-0.0823077078641363	1
HOXB1	HAP1	-0.063605986065289	1
HOXB13	HAP1	0.0896251336680697	1
HOXB2	HAP1	-0.254058891663316	1
HOXB3	HAP1	-0.0522277902290502	1
HOXB4	HAP1	0.0182212031547934	1
HOXB5	HAP1	0.035084427196061	1
HOXB6	HAP1	-0.0143908216249636	1
HOXB7	HAP1	-0.0272836916856262	1
HOXB8	HAP1	0.0149044106011069	1
HOXB9	HAP1	-0.0528527242483696	1
HOXC11	HAP1	0.00479633145020271	1
HOXC12	HAP1	0.0718411014374032	1
HOXC13	HAP1	-0.0337017005557048	1
HOXC5	HAP1	-0.0509741372405467	1
HOXC6	HAP1	0.0189147485086926	1
HOXC8	HAP1	-0.0850672466481384	1
HOXC9	HAP1	-0.00791304699946868	1
HOXD1	HAP1	-0.0205175038394154	1
HOXD10	HAP1	0.0229460304217664	1
HOXD11	HAP1	-0.0382239636745765	1
HOXD12	HAP1	0.151835620080035	1
HOXD3	HAP1	0.0384913677124829	1
HOXD9	HAP1	0.0356745456120794	1
HPCAL1	HAP1	-0.0142194745978438	1
HRK	HAP1	0.100606213384471	1
HRSP12	HAP1	-0.103362332012731	1
HS6ST1	HAP1	0.0545485715538788	1
HSD17B12	HAP1	0.0265797174924257	1
HSF4	HAP1	0.021713589577719	1
HSF5	HAP1	0.0234512072422277	1
HSPBP1	HAP1	-0.0951972326902946	1
HSPG2	HAP1	0.0283067460195241	1
HYAL2	HAP1	-0.111958163203692	1
IBA57	HAP1	-0.224196617833879	1
ID4	HAP1	0.0346443926275693	1
IDH2	HAP1	0.0104841171567238	1
IDH3G	HAP1	-0.00307020891665551	1
IDS	HAP1	0.0210854921028977	1
IER2	HAP1	-0.197356109586574	1
IFI16	HAP1	0.0325192152192368	1
IFI27L1	HAP1	-0.0341641453701213	1
IFIH1	HAP1	0.117862825166805	1
IFIT1	HAP1	0.0725454451992594	1
IFIT1B	HAP1	-0.0955478973601203	1
IFIT2	HAP1	0.0275689720307678	1
IFIT3	HAP1	0.045242609280269	1
IFIT5	HAP1	-0.112361811124066	1
IFITM2	HAP1	0.0220113555042816	1
IFT43	HAP1	-0.00102917246070501	1
IFT46	HAP1	-0.109837628074408	1
IGHM	HAP1	-0.0345652290939495	1
IGHMBP2	HAP1	0.0203631031026454	1
IGSF3	HAP1	-0.0910015223729481	1
IKBKE	HAP1	0.06258334308746	1
IKZF1	HAP1	0.0314013491895699	1
IKZF2	HAP1	-0.0100166931774458	1
IKZF3	HAP1	0.0187849934798376	1
IKZF4	HAP1	-0.0712341997961231	1
IL10RB	HAP1	0.068041132011008	1
IL13RA1	HAP1	0.0123322517256425	1
IMMP1L	HAP1	-0.000649879267371647	1
IMMP2L	HAP1	-0.0710306393295939	1
INF2	HAP1	-0.0461848592227905	1
ING3	HAP1	0.205274878229939	1
ING4	HAP1	0.0927503325033636	1
INHBE	HAP1	0.023983240714181	1
INS	HAP1	-0.0203581135403353	1
INSM1	HAP1	-0.0663580882423937	1
INSM2	HAP1	0.021534305100248	1
IPO8	HAP1	-0.0977902935464438	1
IPPK	HAP1	0.0932574102274018	1
IQSEC1	HAP1	-0.0823634750915981	1
IRF1	HAP1	-0.0252927443103286	1
IRF2	HAP1	0.394430369993047	1
IRF3	HAP1	-0.115424518614982	1
IRF4	HAP1	0.0539828230382381	1
IRF5	HAP1	0.0423025176838419	1
IRF6	HAP1	-0.0225640479702076	1
IRF7	HAP1	-0.067902643776299	1
IRF8	HAP1	-0.000673332825260421	1
IRS2	HAP1	-0.0648294209386202	1
IRX1	HAP1	-0.00081862718846462	1
IRX2	HAP1	-0.0490489834197489	1
IRX3	HAP1	-0.00831800759307909	1
IRX4	HAP1	0.0471978908765543	1
IRX5	HAP1	0.031702311701595	1
IRX6	HAP1	0.0667799537426822	1
ISG20	HAP1	-0.0586853344918239	1
ISL1	HAP1	-0.0646462878615543	1
ISX	HAP1	-0.00818336333711429	1
ITM2C	HAP1	-0.0505951540983788	1
JAKMIP1	HAP1	0.0632738230187596	1
JDP2	HAP1	-0.111809402928794	1
JMJD7	HAP1	-0.0425033424311839	1
JUNB	HAP1	-0.0571539693110702	1
JUND	HAP1	-0.0909672157041051	1
KAT5	HAP1	-0.324052771405739	1
KAT6B	HAP1	0.00532375053377759	1
KAT7	HAP1	0.21619622312843	1
KCNA10	HAP1	0.0284893683949374	1
KCNJ9	HAP1	0.00947230312354775	1
KCTD11	HAP1	-0.0343738358482508	1
KCTD15	HAP1	-0.001094452164692	1
KCTD18	HAP1	-0.0178895202801649	1
KDM4B	HAP1	-0.096811156387036	1
KDM8	HAP1	-0.316516552014424	1
KHDC1	HAP1	-0.107289058409802	1
KHDRBS2	HAP1	-0.106408939505358	1
KHDRBS3	HAP1	0.0294861993097064	1
KHNYN	HAP1	-0.0450795659664329	1
KIAA0930	HAP1	-0.0772915585789089	1
KIAA1143	HAP1	-0.180644609585088	1
KIAA1549	HAP1	-0.0433590852816874	1
KIAA1683	HAP1	-0.007958870508033	1
KIAA2018	HAP1	-0.00868207027772422	1
KIFC3	HAP1	0.00683126692183229	1
KLC2	HAP1	-0.0812609971459509	1
KLF1	HAP1	0.0476973097739526	1
KLF11	HAP1	-0.175180012625571	1
KLF12	HAP1	0.019760807417411	1
KLF13	HAP1	-0.034487016808489	1
KLF14	HAP1	0.134329850022873	1
KLF15	HAP1	0.045612346777003	1
KLF17	HAP1	0.0330098279312667	1
KLF2	HAP1	0.0164662283201138	1
KLF8	HAP1	0.0692834108358192	1
KLF9	HAP1	0.0121987740575486	1
KLHDC8B	HAP1	0.0135561143669629	1
KLHL20	HAP1	-0.093543824845399	1
KRCC1	HAP1	0.0213835394470313	1
KRT10	HAP1	-0.00656461784539088	1
KRT18	HAP1	-0.0299226602978361	1
KRT8	HAP1	-0.0522453940512809	1
KRTAP5-1	HAP1	0.0316345789717456	1
KRTAP5-9	HAP1	0.0851771242572835	1
L1TD1	HAP1	-0.0508776506086024	1
LAMTOR2	HAP1	-0.220710243757833	1
LAMTOR4	HAP1	-0.121989002835862	1
LARP6	HAP1	-0.100150815654229	1
LBX1	HAP1	0.10821525240248	1
LBX2	HAP1	-0.0550019793685576	1
LCE2A	HAP1	-0.0752346399543841	1
LCE2B	HAP1	-0.0170029462676787	1
LCE3A	HAP1	0.0763529069077429	1
LCE5A	HAP1	0.0526969488899569	1
LCMT2	HAP1	0.0181998532740033	1
LCN1	HAP1	0.0202065215063998	1
LEF1	HAP1	0.0110875731947278	1
LENG1	HAP1	0.000384010671886958	1
LENG9	HAP1	-0.0515139874046293	1
LEUTX	HAP1	0.00230184695552707	1
LHX1	HAP1	0.0234821643452416	1
LHX2	HAP1	-0.0766418718583568	1
LHX3	HAP1	0.011946903818663	1
LHX4	HAP1	0.108965101646135	1
LHX5	HAP1	0.00419601143197608	1
LHX6	HAP1	0.00284363011420696	1
LHX8	HAP1	-0.0186128659510886	1
LHX9	HAP1	0.0333862765917735	1
LIMS1	HAP1	-0.0231044509070623	1
LIN28A	HAP1	-0.0665926089447645	1
LIN54	HAP1	-0.502506827216506	1
LMAN2	HAP1	-0.248582643555895	1
LMNA	HAP1	-0.12353440868279	1
LMX1A	HAP1	-0.0325266251905288	1
LMX1B	HAP1	-0.00894223241596508	1
LRR1	HAP1	-0.276019357982429	1
LRRC37B	HAP1	-0.117288092452207	1
LRRC47	HAP1	-0.197620974661191	1
LRRC58	HAP1	-0.155028978181463	1
LRRC8A	HAP1	0.412344532191391	1
LRRFIP1	HAP1	-0.129366737088066	1
LRRFIP2	HAP1	-0.0498784159037561	1
LSM10	HAP1	-0.141588370318793	1
LSM11	HAP1	-0.127512768515407	1
LSM12	HAP1	-0.387455906125909	1
LSMD1	HAP1	-0.00690836702012359	1
LST1	HAP1	-0.0374275000871401	1
LUZP4	HAP1	0.0610024965509014	1
LYL1	HAP1	0.0196634717453358	1
MAD2L1	HAP1	-0.46361693181825	1
MAEL	HAP1	-0.000390182424936453	1
MAF	HAP1	0.0841637647443055	1
MAFA	HAP1	-0.0162312915539622	1
MAFB	HAP1	0.0447761624698721	1
MAFF	HAP1	-0.117684522878251	1
MAFK	HAP1	-0.112913661376635	1
MALL	HAP1	-0.00863537754565659	1
MAPK3	HAP1	-0.00109320750936111	1
MAPRE1	HAP1	-0.454186195988753	1
MBNL2	HAP1	-0.00568622306833673	1
MBNL3	HAP1	0.0474433387734946	1
MBOAT7	HAP1	-0.0498490411062111	1
MBTPS1	HAP1	-0.0500553417805939	1
MCCD1	HAP1	0.0550032510225399	1
MEAF6	HAP1	0.357782297699383	1
MECP2	HAP1	0.0569125392099708	1
MED12	HAP1	0.805831476436609	1
MED16	HAP1	-0.0948044215141214	1
MED18	HAP1	-0.10682011172122	1
MED24	HAP1	-0.035134204272913	1
MED25	HAP1	-0.149995565552227	1
MED29	HAP1	-0.150564136649273	1
MED31	HAP1	-0.284340976465371	1
MED9	HAP1	-0.187952735613945	1
MEF2A	HAP1	-0.0935328173435433	1
MEF2C	HAP1	-0.0986352151065169	1
MEF2D	HAP1	-0.173495956158026	1
MEIS3	HAP1	-0.0419390487986694	1
MEOX1	HAP1	-0.0194562191404736	1
MEOX2	HAP1	0.00230419999516148	1
MESP1	HAP1	-0.0456960743379872	1
MESP2	HAP1	0.0563013960283733	1
MET	HAP1	-0.0732522145263131	1
METTL10	HAP1	-0.0433606461012176	1
METTL15	HAP1	-0.112126495873408	1
METTL2A	HAP1	-0.219703622460624	1
METTL5	HAP1	-0.0650481427273661	1
MEX3B	HAP1	0.00471531577093082	1
MEX3C	HAP1	-0.196167882544702	1
MEX3D	HAP1	0.045285013007134	1
MGAT1	HAP1	-0.00775946717133094	1
MGMT	HAP1	-0.0389628508001072	1
MGST2	HAP1	-0.0359204445659272	1
MGST3	HAP1	0.0601455116981498	1
MICU2	HAP1	-0.143371393133772	1
MIER1	HAP1	-0.290664370303707	1
MIF	HAP1	-0.101760685211788	1
MIF4GD	HAP1	-0.0165058015659476	1
MINK1	HAP1	-0.161414234883111	1
MITF	HAP1	0.0286511654363563	1
MIXL1	HAP1	-0.0101539329041946	1
MKRN3	HAP1	-0.00509883549100576	1
MKX	HAP1	0.000941477947940409	1
MLKL	HAP1	-0.0382041149331632	1
MLLT3	HAP1	-0.0271657091164883	1
MLXIPL	HAP1	0.0771765595856018	1
MMGT1	HAP1	-0.10271544178111	1
MNX1	HAP1	-0.00516290850018306	1
MOAP1	HAP1	-0.0179892268433814	1
MOB3C	HAP1	-0.01284483130108	1
MOB4	HAP1	-0.0177194588139284	1
MOG	HAP1	0.10652309775358	1
MON1A	HAP1	-0.00673302402404583	1
MORF4L2	HAP1	-0.217595385814755	1
MOV10L1	HAP1	-0.008927511320964	1
MPHOSPH8	HAP1	0.0198435327711525	1
MRFAP1L1	HAP1	-0.15214423070319	1
MRM1	HAP1	-0.18924747482905	1
MROH6	HAP1	0.0148959080983818	1
MRPL30	HAP1	0.0367557888519949	1
MRPL34	HAP1	-0.0933298007257511	1
MRPL38	HAP1	-0.0570412147454748	1
MRPL41	HAP1	-0.205548103444736	1
MRPS18C	HAP1	-0.0647423003757555	1
MRPS26	HAP1	-0.0529025030559441	1
MSANTD4	HAP1	-0.151515107527462	1
MSC	HAP1	-0.0108571605967922	1
MSGN1	HAP1	0.0389999406217491	1
MSRB2	HAP1	0.118294500506007	1
MST1	HAP1	-0.028049683239028	1
MST1R	HAP1	0.00321749286169828	1
MSX1	HAP1	-0.0691151124557862	1
MSX2	HAP1	-0.00233163400472175	1
MT1B	HAP1	-0.0455798347885657	1
MTF1	HAP1	0.164577248377406	1
MTFR1L	HAP1	0.0119057764995289	1
MTG2	HAP1	-0.135004656121351	1
MTHFS	HAP1	-0.116903880238342	1
MTHFSD	HAP1	0.00014535545808273	1
MTRF1	HAP1	-0.00161853620823759	1
MUC20	HAP1	-0.0509841758889637	1
MVD	HAP1	-0.0364211709696128	1
MVK	HAP1	-0.0173894993780157	1
MVP	HAP1	-0.0123711002744867	1
MXD1	HAP1	-0.0526361110103033	1
MXD3	HAP1	-0.00532056977681101	1
MXD4	HAP1	-0.0630357925166563	1
MXRA7	HAP1	-0.0219624326055263	1
MYB	HAP1	-0.000478469350223459	1
MYBL1	HAP1	0.0481485525435197	1
MYCN	HAP1	-0.00594294031342841	1
MYF5	HAP1	0.0364777995912625	1
MYF6	HAP1	0.0596294798609956	1
MYH10	HAP1	-0.19265126749341	1
MYH9	HAP1	0.155352218063985	1
MYO1H	HAP1	-0.0303343586445241	1
MYOD1	HAP1	0.0899194991936179	1
MYOG	HAP1	-0.020196014873843	1
MYSM1	HAP1	-0.0590725641779389	1
MYT1	HAP1	-0.0049791439673808	1
MYT1L	HAP1	0.0170898896152517	1
MZF1	HAP1	-0.0419020910034923	1
NAA35	HAP1	-0.545129828359842	1
NAIP	HAP1	-0.0370675694061884	1
NAMPT	HAP1	-0.170389187108023	1
NANOG	HAP1	-0.0462062827477748	1
NANOS1	HAP1	-0.0803829369102273	1
NANOS2	HAP1	-0.0434781911534841	1
NANOS3	HAP1	0.00149846527394238	1
NBPF3	HAP1	-0.045708898239333	1
NCAPD2	HAP1	-0.64767026631293	1
NCBP2L	HAP1	0.0969939013487283	1
NCK1	HAP1	-0.377712295680599	1
NCK2	HAP1	0.0486191022151049	1
NCOA1	HAP1	-0.07017172588992	1
NCOA3	HAP1	-0.0974812778020234	1
NCOR2	HAP1	0.00317059518785122	1
NDFIP2	HAP1	-0.0354945258498526	1
NDUFA11	HAP1	-0.125048712160053	1
NDUFA13	HAP1	-0.0806356350478729	1
NDUFA2	HAP1	-0.0984066437796923	1
NDUFA5	HAP1	-0.11878270186033	1
NDUFA6	HAP1	-0.397971259103367	1
NDUFA8	HAP1	-0.184031350812801	1
NDUFAF2	HAP1	-0.11783420750702	1
NDUFAF3	HAP1	-0.128590864818624	1
NDUFB3	HAP1	-0.0222578606740379	1
NDUFB6	HAP1	-0.178052178892015	1
NDUFB8	HAP1	-0.362524464002721	1
NDUFC1	HAP1	-0.228308160113116	1
NDUFC2	HAP1	-0.0923244060230271	1
NECAP1	HAP1	-0.134065670882204	1
NEDD4L	HAP1	-0.106396240009725	1
NEIL2	HAP1	-0.0579413128111944	1
NELFA	HAP1	0.311319083236024	1
NELFB	HAP1	-0.277066291419677	1
NELFCD	HAP1	0.306743814153133	1
NELFE	HAP1	0.402555879596431	1
NEUROD1	HAP1	0.0287185056323471	1
NEUROD2	HAP1	0.0334260959397749	1
NEUROD4	HAP1	-0.0902077511167949	1
NEUROD6	HAP1	-0.048593925707732	1
NEUROG1	HAP1	-0.023291285519852	1
NEUROG2	HAP1	0.0906152935246464	1
NEUROG3	HAP1	-0.0383720339639747	1
NFATC1	HAP1	-0.0445714958003014	1
NFATC2	HAP1	0.0678932593667335	1
NFATC2IP	HAP1	-0.2328649682278	1
NFATC4	HAP1	-0.0771784249036757	1
NFE2	HAP1	0.00414161207743071	1
NFIA	HAP1	-0.102358360901428	1
NFIL3	HAP1	-0.0337725961502194	1
NFIX	HAP1	-0.022143858974541	1
NFKB1	HAP1	-0.0572781921862148	1
NFKB2	HAP1	-0.099831227329886	1
NFKBIE	HAP1	0.0361535491159642	1
NFYC	HAP1	-0.36910331585822	1
NHLH1	HAP1	0.0566283439575181	1
NHLH2	HAP1	0.100774116905663	1
NKX2-1	HAP1	-0.0536048662689069	1
NKX2-2	HAP1	0.110164798832612	1
NKX2-3	HAP1	0.0283402070159056	1
NKX2-4	HAP1	0.0326266502056027	1
NKX2-5	HAP1	0.0111333669581505	1
NKX2-6	HAP1	0.000335184085952288	1
NKX2-8	HAP1	-0.0261647793369756	1
NKX3-1	HAP1	0.0370659671411418	1
NKX3-2	HAP1	0.0270734603493261	1
NKX6-1	HAP1	-0.0602596099038824	1
NKX6-2	HAP1	0.0555889057718201	1
NKX6-3	HAP1	0.0246060275187684	1
NME7	HAP1	0.00918604977181929	1
NMNAT1	HAP1	-0.113394151938021	1
NOBOX	HAP1	0.0335245332661181	1
NOL3	HAP1	-0.0275521581043078	1
NOL7	HAP1	-0.352842080289261	1
NOTCH1	HAP1	-0.00797848855190453	1
NOTO	HAP1	-0.0194112783832295	1
NOVA1	HAP1	0.0532964682861559	1
NOVA2	HAP1	-0.0420246513472672	1
NPAS1	HAP1	-0.0838821181921845	1
NPAS2	HAP1	-0.0417213778497073	1
NPAS3	HAP1	0.0497191011604733	1
NPAS4	HAP1	-0.0727129212530069	1
NPC2	HAP1	-0.0172426400328393	1
NPM2	HAP1	0.0423576988293265	1
NR0B1	HAP1	-0.00392942929458	1
NR0B2	HAP1	-0.0333746451767754	1
NR1D1	HAP1	-0.0923709359873308	1
NR1H2	HAP1	-0.142156450495938	1
NR1H3	HAP1	0.00315203264097515	1
NR1H4	HAP1	-0.00796151769866455	1
NR1I2	HAP1	0.0323335539220854	1
NR1I3	HAP1	-0.00606843815414837	1
NR2E1	HAP1	0.0382600405927025	1
NR2F1	HAP1	0.0363794762009405	1
NR2F2	HAP1	0.0453068080654686	1
NR2F6	HAP1	-0.13087174826233	1
NR3C1	HAP1	-0.0411431282638196	1
NR3C2	HAP1	-0.00793784318741912	1
NR4A1	HAP1	-0.0791056036955262	1
NR4A2	HAP1	-0.00966398909105615	1
NR4A3	HAP1	-0.0688220373747044	1
NR5A1	HAP1	-0.0260572653222836	1
NR5A2	HAP1	-0.11619202298486	1
NR6A1	HAP1	-0.041443685196341	1
NRK	HAP1	0.0330285826278033	1
NRL	HAP1	0.00354257136853715	1
NSUN7	HAP1	-0.0414700119713297	1
NT5C2	HAP1	-0.120101570561572	1
NT5DC1	HAP1	0.000657366719457814	1
NUDT16	HAP1	-0.0375188665012425	1
NUFIP1	HAP1	-0.128795945611791	1
NUMA1	HAP1	-0.546427499263927	1
NUMBL	HAP1	-0.00465330666144808	1
NUP35	HAP1	-0.286174762693043	1
NXF3	HAP1	0.042698688409614	1
NXF5	HAP1	-0.0140644117354803	1
NYNRIN	HAP1	0.0274294934789497	1
OAS1	HAP1	0.0182054064569534	1
OAS2	HAP1	0.124335143339237	1
OAS3	HAP1	-0.0705561413048461	1
OASL	HAP1	0.116956267355114	1
OLFML3	HAP1	-0.00732746946494864	1
OLIG1	HAP1	0.0971038181005834	1
OLIG2	HAP1	0.0513460167529584	1
OLIG3	HAP1	-0.0227556488502913	1
ONECUT1	HAP1	-0.0114292819892699	1
ONECUT2	HAP1	0.0178616580146415	1
ONECUT3	HAP1	-0.0442788556231426	1
OR8I2	HAP1	-0.0193262404783808	1
ORAI2	HAP1	-0.00316738641552278	1
ORAI3	HAP1	0.000409649944658871	1
ORAOV1	HAP1	-0.129578516854392	1
OSGEPL1	HAP1	-0.152681505645004	1
